base_form,dict_id,eogan,pos,conjugation,usage,grade
가까워지다,,가까워지,동사,규,,B
가깝다,,가깝,형용사,ㅂ,,A
가꾸다,,가꾸,동사,규,,B
가난하다,,가난하,형용사,여,,B
가늘다,,가늘,형용사,ㄹ,,B
가능하다,,가능하,형용사,여,可能-,B
가능해지다,,가능해지,동사,규,可能-,C
가다,01,가,동사,규,,A
가득하다,01,가득하,형용사,여,,B
가라앉다,,가라앉,동사,규,,C
가려지다,,가려지,동사,규,,C
가로막다,,가로막,동사,규,,C
가르다,,가르,동사,르,,C
가르치다,01,가르치,동사,규,,A
가리다,02,가리,동사,규,시야를 ~,B
가리다,03,가리,동사,규,시비를 ~,B
가리키다,01,가리키,동사,규,,B
가만있다,,가만있,동사,규,,C
가볍다,,가볍,형용사,ㅂ,,A
가입하다,,가입하,동사,여,加入-,C
가져가다,,가져가,동사,규,,B
가져다주다,,가져다주,동사,규,,B
가져오다,,가져오,동사,규,,A
가지다,,가지,동사,규,,A
가하다,01,가하,동사,여,加-,C
간단하다,02,간단하,형용사,여,簡單-,B
간편하다,,간편하,형용사,여,簡便-,C
갇히다,,갇히,동사,규,,C
갈다,01,갈,동사,ㄹ,바꾸다,B
갈다,02,갈,동사,ㄹ,문지르다,B
갈아입다,,갈아입,동사,규,,B
갈아타다,,갈아타,동사,규,,B
감다,01,감,동사,규,눈을 ~,B
감다,03,감,동사,규,실을 ~,C
감사하다,05,감사하,형용사,여,感謝-,A
감사하다,05,감사하,동사,여,感謝-,A
감상하다,04,감상하,동사,여,鑑賞-,B
감소되다,,감소되,동사,규,減少-,C
감소하다,,감소하,동사,여,減少-,C
감싸다,,감싸,동사,규,,C
감추다,,감추,동사,규,,C
갑작스럽다,,갑작스럽,형용사,ㅂ,,C
값싸다,,값싸,형용사,규,,C
강력하다,,강력하,형용사,여,强力-,C
강렬하다,02,강렬하,형용사,여,强烈-,C
강요하다,,강요하,동사,여,强要-,C
강의하다,02,강의하,동사,여,講義-,C
강조하다,,강조하,동사,여,强調-,B
강하다,02,강하,형용사,여,强-,B
강화하다,02,강화하,동사,여,强化-,C
갖다,01,갖,동사,규,가지다,B
갖추다,,갖추,동사,규,,C
같다,,같,형용사,규,,A
같이하다,,같이하,동사,여,,C
갚다,,갚,동사,규,,C
개다,01,개,동사,규,날이 ~,C
개발되다,,개발되,동사,규,開發-,C
개발하다,,개발하,동사,여,開發-,B
개방되다,,개방되,동사,규,開放-,C
개방하다,03,개방하,동사,여,開放-,C
개선되다,01,개선되,동사,규,改善-,C
개선하다,01,개선하,동사,여,改善-,C
거대하다,,거대하,형용사,여,巨大-,C
거두다,,거두,동사,규,,C
거들다,01,거들,동사,ㄹ,,C
거부하다,,거부하,동사,여,拒否-,C
거절하다,01,거절하,동사,여,拒絶-,C
거치다,01,거치,동사,규,,C
거칠다,,거칠,형용사,ㄹ,,C
걱정되다,,걱정되,동사,규,,B
걱정스럽다,,걱정스럽,형용사,ㅂ,,B
걱정하다,,걱정하,동사,여,,A
건강하다,02,건강하,형용사,여,健康-,A
건너가다,,건너가,동사,규,,B
건너다,,건너,동사,규,,B
건너오다,,건너오,동사,규,,B
건네다,,건네,동사,규,,C
건네주다,,건네주,동사,규,,C
건드리다,,건드리,동사,규,,C
건설되다,,건설되,동사,규,建設-,C
건설하다,,건설하,동사,여,建設-,C
건전하다,,건전하,형용사,여,健全-,C
건조하다,02,건조하,형용사,여,乾燥-,C
건지다,,건지,동사,규,,B
걷다,02,걷,동사,ㄷ,느릿느릿 ~,A
걷다,03,걷,동사,규,소매를 ~,C
걷다,04,걷,동사,규,빨래를 ~,C
걸다,02,걸,동사,ㄹ,옷을 ~,A
걸리다,01,걸리,동사,규,'걸다'의 피동사,B
걸어가다,,걸어가,동사,규,,A
걸어오다,01,걸어오,동사,규,집까지 ~,A
걸치다,,걸치,동사,규,,C
검다,02,검,형용사,규,색깔이 ~,B
겁나다,02,겁나,동사,규,怯-,C
게으르다,,게으르,형용사,르,,C
겪다,,겪,동사,규,,C
견디다,,견디,동사,규,,B
결석하다,,결석하,동사,여,缺席-,C
결심하다,01,결심하,동사,여,決心-,B
결정되다,01,결정되,동사,규,決定-,B
결정하다,01,결정하,동사,여,決定-,B
결혼하다,,결혼하,동사,여,結婚-,A
경고하다,02,경고하,동사,여,警告-,C
경영하다,01,경영하,동사,여,經營-,C
경험하다,,경험하,동사,여,經驗-,B
계산하다,,계산하,동사,여,計算-,B
계속되다,02,계속되,동사,규,繼續-,B
계속하다,03,계속하,동사,여,繼續-,B
계시다,,계시,동사,규,,A
계획하다,01,계획하,동사,여,計劃-,B
고급스럽다,,고급스럽,형용사,ㅂ,高級-,C
고려하다,01,고려하,동사,여,考慮-,B
고르다,01,고르,동사,르,뽑다,B
고르다,03,고르,형용사,르,차이가 없다,B
고맙다,01,고맙,형용사,ㅂ,,A
고민하다,,고민하,동사,여,苦悶-,B
고생하다,,고생하,동사,여,苦生-,B
고소하다,01,고소하,형용사,여,맛이 ~,C
고요하다,,고요하,형용사,여,,C
고집하다,,고집하,동사,여,固執-,C
고치다,01,고치,동사,규,,B
고통스럽다,,고통스럽,형용사,ㅂ,苦痛-,C
고프다,,고프,형용사,으,,A
곤란하다,,곤란하,형용사,여,困難-,C
곧다,01,곧,형용사,규,,C
곱다,02,곱,형용사,ㅂ,아름답다,B
공개하다,,공개하,동사,여,公開-,C
공격하다,,공격하,동사,여,攻擊-,C
공부하다,,공부하,동사,여,工夫-,A
공연되다,,공연되,동사,규,公演-,C
공연하다,02,공연하,동사,여,公演-,C
공통되다,,공통되,동사,규,共通-,C
관계되다,,관계되,동사,규,關係-,C
관련되다,,관련되,동사,규,關聯-,B
관련하다,,관련하,동사,여,關聯-,B
관리하다,,관리하,동사,여,管理-,C
관찰하다,,관찰하,동사,여,觀察-,B
관하다,02,관하,동사,여,關-,B
괜찮다,,괜찮,형용사,규,,A
괴로워하다,,괴로워하,동사,여,,C
괴롭다,,괴롭,형용사,ㅂ,,B
괴롭히다,,괴롭히,동사,규,,C
굉장하다,,굉장하,형용사,여,宏壯-,C
교환하다,01,교환하,동사,여,交換-,C
구경하다,,구경하,동사,여,,B
구르다,01,구르,동사,르,바위가 ~,C
구별되다,,구별되,동사,규,區別-,C
구별하다,,구별하,동사,여,區別-,C
구분되다,,구분되,동사,규,區分-,C
구분하다,03,구분하,동사,여,區分-,C
구성되다,,구성되,동사,규,構成-,C
구성하다,,구성하,동사,여,構成-,C
구속되다,,구속되,동사,규,拘束-,C
구속하다,01,구속하,동사,여,拘束-,C
구입하다,03,구입하,동사,여,購入-,C
구하다,01,구하,동사,여,求-,B
구하다,03,구하,동사,여,救-,B
굳다,,굳,형용사,규,,C
굳어지다,,굳어지,동사,규,,C
굳히다,,굳히,동사,규,,C
굵다,,굵,형용사,규,,B
굶다,,굶,동사,규,,C
굽다,01,굽,동사,ㅂ,익히다,B
굽히다,,굽히,동사,규,,C
궁금하다,01,궁금하,형용사,여,,B
권하다,,권하,동사,여,勸-,B
귀가하다,01,귀가하,동사,여,歸家-,C
귀국하다,,귀국하,동사,여,歸國-,B
귀엽다,,귀엽,형용사,ㅂ,,B
귀중하다,01,귀중하,형용사,여,貴重-,C
귀찮다,,귀찮,형용사,규,,C
귀하다,,귀하,형용사,여,貴-,C
그러다,,그러,동사,규,,C
그러하다,,그러하,형용사,여,,B
그럴듯하다,,그럴듯하,형용사,여,,C
그렇다,,그렇,형용사,ㅎ,,A
그려지다,,그려지,동사,규,,B
그리다,02,그리,동사,규,그림을 ~,A
그리워하다,,그리워하,동사,여,,C
그립다,,그립,형용사,ㅂ,,B
그만두다,,그만두,동사,규,,B
그만하다,,그만하,형용사,여,,B
그치다,,그치,동사,규,,B
극복하다,01,극복하,동사,여,克服-,C
근거하다,,근거하,동사,여,根據-,C
근무하다,,근무하,동사,여,勤務-,B
긁다,,긁,동사,규,,C
금지되다,,금지되,동사,규,禁止-,C
금지하다,,금지하,동사,여,禁止-,B
금하다,02,금하,동사,여,禁-,C
급증하다,,급증하,동사,여,急增-,C
급하다,,급하,형용사,여,急-,B
긋다,01,긋,동사,ㅅ,금을 ~,C
기념하다,,기념하,동사,여,記念-,C
기다,01,기,동사,규,,C
기다리다,,기다리,동사,규,,A
기대다,01,기대,동사,규,의지하다,C
기대되다,,기대되,동사,규,期待-,C
기대하다,,기대하,동사,여,期待-,B
기도하다,02,기도하,동사,여,祈禱-,C
기록되다,,기록되,동사,규,記錄-,C
기록하다,,기록하,동사,여,記錄-,B
기르다,,기르,동사,르,,B
기막히다,,기막히,형용사,규,氣-,C
기뻐하다,,기뻐하,동사,여,,B
기쁘다,,기쁘,형용사,으,,B
기술하다,01,기술하,동사,여,記述-,C
기억나다,,기억나,동사,규,記憶-,B
기억되다,,기억되,동사,규,記憶-,C
기억하다,02,기억하,동사,여,記憶-,B
기여하다,,기여하,동사,여,寄與-,C
기울다,,기울,동사,ㄹ,,C
기울이다,,기울이,동사,규,,C
기초하다,03,기초하,동사,여,基礎-,C
긴장되다,,긴장되,동사,규,緊張-,C
긴장하다,,긴장하,동사,여,緊張-,B
길다,02,길,형용사,ㄹ,밤이 ~,A
길어지다,,길어지,동사,규,,C
깊다,,깊,형용사,규,,B
까다,01,까,동사,규,마늘을 ~,C
까맣다,,까맣,형용사,ㅎ,,B
까먹다,,까먹,동사,규,,C
깎다,,깎,동사,규,,A
깔끔하다,,깔끔하,형용사,여,,C
깔다,,깔,동사,ㄹ,,C
깔리다,01,깔리,동사,규,,C
깨끗하다,,깨끗하,형용사,여,,A
깨끗해지다,,깨끗해지,동사,규,,C
깨다,01,깨,동사,규,술이 ~,B
깨다,02,깨,동사,규,그릇을 ~,B
깨닫다,,깨닫,동사,ㄷ,,C
깨뜨리다,,깨뜨리,동사,규,,C
깨어나다,,깨어나,동사,규,,C
깨어지다,,깨어지,동사,규,,C
깨우다,01,깨우,동사,규,,C
깨지다,,깨지,동사,규,깨어지다,B
꺼내다,,꺼내,동사,규,,B
꺼지다,01,꺼지,동사,규,불이 ~,B
꺾다,,꺾,동사,규,,C
꼼꼼하다,,꼼꼼하,형용사,여,,C
꼽히다,01,꼽히,동사,규,,C
꽂다,,꽂,동사,규,,C
꾸다,01,꾸,동사,규,꿈을 ~,B
꾸다,02,꾸,동사,규,돈을 ~,C
꾸리다,01,꾸리,동사,규,,C
꾸미다,,꾸미,동사,규,,B
꾸준하다,,꾸준하,형용사,여,,C
꿈꾸다,,꿈꾸,동사,규,,B
끄다,01,끄,동사,으,불을 ~,A
끄덕이다,,끄덕이,동사,규,,B
끊기다,,끊기,동사,규,,C
끊다,,끊,동사,규,,B
끊어지다,,끊어지,동사,규,,B
끊임없다,,끊임없,형용사,규,,C
끌다,,끌,동사,ㄹ,,B
끌리다,,끌리,동사,규,,C
끌어당기다,,끌어당기,동사,규,,C
끓다,,끓,동사,규,,B
끓이다,01,끓이,동사,규,,B
끝나다,,끝나,동사,규,,A
끝내다,,끝내,동사,규,,A
끝없다,,끝없,형용사,규,,C
끼다,02,끼,동사,규,구름이 ~,B
끼다,03,끼,동사,규,끼우다,B
끼어들다,,끼어들,동사,ㄹ,,C
끼우다,01,끼우,동사,규,,C
나가다,,나가,동사,규,,A
나누다,,나누,동사,규,,B
나누어지다,,나누어지,동사,규,,C
나뉘다,,나뉘,동사,규,,C
나다,01,나,동사,규,,A
나르다,01,나르,동사,르,,C
나빠지다,,나빠지,동사,규,,B
나쁘다,01,나쁘,형용사,으,,A
나서다,,나서,동사,규,,B
나아가다,,나아가,동사,규,,C
나아지다,,나아지,동사,규,,C
나오다,,나오,동사,규,,A
나타나다,,나타나,동사,규,,B
나타내다,,나타내,동사,규,,B
날다,01,날,동사,ㄹ,,A
날리다,02,날리,동사,규,'날다'의 사동사,C
날아가다,,날아가,동사,규,,B
날아다니다,,날아다니,동사,규,,C
날아오다,,날아오,동사,규,,B
날카롭다,,날카롭,형용사,ㅂ,,C
낡다,01,낡,형용사,규,,B
남기다,,남기,동사,규,,B
남다,01,남,동사,규,,B
납득하다,,납득하,동사,여,納得-,C
낫다,01,낫,동사,ㅅ,병이 ~,B
낫다,02,낫,형용사,ㅅ,더 좋다,B
낮다,,낮,형용사,규,,A
낮아지다,,낮아지,동사,규,,C
낮추다,,낮추,동사,규,,C
낯설다,,낯설,형용사,ㄹ,,B
낳다,01,낳,동사,규,,B
내놓다,,내놓,동사,규,,B
내다,02,내,동사,규,길을 ~,A
내다보다,,내다보,동사,규,,C
내려가다,,내려가,동사,규,,A
내려놓다,,내려놓,동사,규,,B
내려다보다,,내려다보,동사,규,,B
내려오다,,내려오,동사,규,,A
내려지다,,내려지,동사,규,,C
내리다,01,내리,동사,규,눈이 ~,A
내밀다,,내밀,동사,ㄹ,,B
내버리다,,내버리,동사,규,,C
내보내다,,내보내,동사,규,,C
내쉬다,,내쉬,동사,규,,C
내주다,,내주,동사,규,,C
넉넉하다,,넉넉하,형용사,여,,C
넓다,,넓,형용사,규,,A
넓어지다,,넓어지,동사,규,,B
넓히다,,넓히,동사,규,,B
넘겨주다,,넘겨주,동사,규,,C
넘기다,,넘기,동사,규,,C
넘다,01,넘,동사,규,,B
넘어가다,01,넘어가,동사,규,,B
넘어뜨리다,,넘어뜨리,동사,규,,C
넘어서다,,넘어서,동사,규,,B
넘어오다,,넘어오,동사,규,,C
넘어지다,,넘어지,동사,규,,B
넘치다,,넘치,동사,규,,B
넣다,,넣,동사,규,,A
노랗다,,노랗,형용사,ㅎ,,B
노래하다,,노래하,동사,여,,A
노력하다,01,노력하,동사,여,努力-,B
녹다,01,녹,동사,규,,C
녹음하다,,녹음하,동사,여,錄音-,B
녹이다,,녹이,동사,규,,C
논의하다,,논의하,동사,여,論議-,B
논하다,,논하,동사,여,論-,C
놀다,01,놀,동사,ㄹ,,A
놀라다,,놀라,동사,규,,A
놀랍다,,놀랍,형용사,ㅂ,,B
놀리다,01,놀리,동사,규,흉을 보다,C
농사짓다,,농사짓,동사,ㅅ,農事-,C
높다,,높,형용사,규,,A
높아지다,,높아지,동사,규,,B
높이다,,높이,동사,규,,B
놓다,01,놓,동사,규,,A
놓아두다,,놓아두,동사,규,,C
놓이다,,놓이,동사,규,,B
놓치다,,놓치,동사,규,,B
놔두다,,놔두,동사,규,놓아두다,C
누르다,01,누르,동사,르,힘을 가하다,B
눈감다,,눈감,동사,규,,C
눈뜨다,,눈뜨,동사,으,,C
눈부시다,,눈부시,형용사,규,,C
눕다,01,눕,동사,ㅂ,,B
느껴지다,,느껴지,동사,규,,B
느끼다,02,느끼,동사,규,추위를 ~,B
느리다,01,느리,형용사,규,,B
늘다,01,늘,동사,ㄹ,,B
늘리다,,늘리,동사,규,,B
늘어나다,,늘어나,동사,규,,B
늘어놓다,,늘어놓,동사,규,,C
늘어서다,,늘어서,동사,규,,C
늘어지다,,늘어지,동사,규,,C
늙다,,늙,동사,규,,B
늦다,,늦,동사,규,,A
늦다,,늦,형용사,규,,A
늦어지다,,늦어지,동사,규,,C
다가가다,,다가가,동사,규,,B
다가서다,,다가서,동사,규,,C
다가오다,,다가오,동사,규,,B
다녀가다,,다녀가,동사,규,,B
다녀오다,,다녀오,동사,규,,A
다니다,,다니,동사,규,,A
다듬다,,다듬,동사,규,,C
다루다,01,다루,동사,규,,C
다르다,01,다르,형용사,르,,A
다름없다,,다름없,형용사,규,,C
다양하다,01,다양하,형용사,여,多樣-,B
다양해지다,,다양해지,동사,규,多樣-,C
다정하다,,다정하,형용사,여,多情-,C
다지다,,다지,동사,규,,C
다짐하다,,다짐하,동사,여,,C
다치다,01,다치,동사,규,,B
다투다,,다투,동사,규,,C
다하다,,다하,동사,여,,B
닥치다,01,닥치,동사,규,다다르다,C
닦다,01,닦,동사,규,,A
단단하다,,단단하,형용사,여,,C
단순하다,,단순하,형용사,여,單純-,B
닫다,02,닫,동사,규,,A
닫히다,,닫히,동사,규,,B
달다,03,달,동사,ㄹ,단추를 ~,B
달다,04,달,동사,ㄹ,무게를 ~,C
달다,05,달,동사,ㄹ,돈을 다오,B
달다,07,달,형용사,ㄹ,맛,A
달라지다,,달라지,동사,규,,B
달래다,01,달래,동사,규,,C
달려가다,,달려가,동사,규,,B
달려들다,,달려들,동사,ㄹ,,C
달려오다,,달려오,동사,규,,B
달리다,01,달리,동사,규,문에 종이 ~,B
달리다,04,달리,동사,규,말을 ~,B
달리하다,01,달리하,동사,여,,C
달아나다,,달아나,동사,규,,B
닮다,,닮,동사,규,,B
담그다,,담그,동사,으,,B
담기다,01,담기,동사,규,담다,B
담다,01,담,동사,규,넣다,B
담당하다,,담당하,동사,여,擔當-,B
답답하다,,답답하,형용사,여,,B
답하다,,답하,동사,여,答-,B
당기다,01,당기,동사,규,,B
당당하다,,당당하,형용사,여,堂堂-,C
당연하다,01,당연하,형용사,여,當然-,B
당하다,01,당하,동사,여,當-,C
당황하다,,당황하,동사,여,唐慌-,B
닿다,01,닿,동사,규,,B
대기하다,04,대기하,동사,여,待機-,C
대다,01,대,동사,규,귀에 ~,C
대단하다,,대단하,형용사,여,,B
대답하다,,대답하,동사,여,對答-,A
대비하다,04,대비하,동사,여,對備-,C
대신하다,,대신하,동사,여,代身-,C
대응하다,,대응하,동사,여,對應-,C
대접하다,,대접하,동사,여,待接-,C
대처하다,02,대처하,동사,여,對處-,C
대표하다,,대표하,동사,여,代表-,C
대하다,02,대하,동사,여,對-,B
대화하다,02,대화하,동사,여,對話-,B
더러워지다,,더러워지,동사,규,,C
더럽다,,더럽,형용사,ㅂ,,B
더불다,,더불,동사,ㄹ,,C
더하다,,더하,동사,여,,B
던지다,,던지,동사,규,,B
덜다,01,덜,동사,ㄹ,,C
덥다,01,덥,형용사,ㅂ,,A
덧붙이다,,덧붙이,동사,규,,C
덮다,,덮,동사,규,,B
덮이다,,덮이,동사,규,,C
데려가다,,데려가,동사,규,,B
데려오다,,데려오,동사,규,,B
데리다,,데리,동사,규,,B
데우다,01,데우,동사,규,,C
도달하다,01,도달하,동사,여,到達-,C
도망가다,,도망가,동사,규,逃亡-,B
도망치다,,도망치,동사,규,逃亡-,C
도와주다,,도와주,동사,규,,A
도착하다,01,도착하,동사,여,到着-,A
독립하다,,독립하,동사,여,獨立-,C
독특하다,,독특하,형용사,여,獨特-,C
독하다,,독하,형용사,여,毒-,C
돌다,,돌,동사,ㄹ,,B
돌려주다,,돌려주,동사,규,,B
돌리다,04,돌리,동사,규,팽이를 ~,B
돌보다,,돌보,동사,규,,B
돌아가다,,돌아가,동사,규,,A
돌아다니다,,돌아다니,동사,규,,C
돌아보다,,돌아보,동사,규,,B
돌아서다,,돌아서,동사,규,,B
돌아오다,,돌아오,동사,규,,A
돕다,,돕,동사,ㅂ,,A
동그랗다,,동그랗,형용사,ㅎ,,C
동의하다,01,동의하,동사,여,同意-,C
동일하다,,동일하,형용사,여,同一-,C
되다,01,되,동사,규,어른이 ~,A
되돌리다,,되돌리,동사,규,,C
되돌아가다,,되돌아가,동사,규,,C
되돌아보다,,되돌아보,동사,규,,C
되돌아오다,,되돌아오,동사,규,,C
되살리다,,되살리,동사,규,,C
되찾다,,되찾,동사,규,,C
되풀이되다,,되풀이되,동사,규,,C
되풀이하다,01,되풀이하,동사,여,,C
두껍다,,두껍,형용사,ㅂ,,B
두다,01,두,동사,규,,B
두드러지다,,두드러지,형용사,규,,C
두드리다,,두드리,동사,규,,B
두려워하다,,두려워하,동사,여,,C
두렵다,01,두렵,형용사,ㅂ,,C
두르다,,두르,동사,르,,C
두리번거리다,,두리번거리,동사,규,,C
둘러보다,,둘러보,동사,규,,B
둘러싸다,,둘러싸,동사,규,,C
둘러싸이다,,둘러싸이,동사,규,,C
둥글다,01,둥글,형용사,ㄹ,,B
뒤늦다,,뒤늦,형용사,규,,C
뒤따르다,,뒤따르,동사,규,,C
뒤지다,02,뒤지,동사,규,가방을 ~,C
뒤집다,,뒤집,동사,규,,B
드러나다,,드러나,동사,규,,C
드리다,01,드리,동사,규,인사를 ~,A
드물다,,드물,형용사,ㄹ,,C
듣다,01,듣,동사,ㄷ,소리를 ~,A
들다,01,들,동사,ㄹ,여관에 ~,A
들다,04,들,동사,ㄹ,꽃을 ~,A
들려오다,,들려오,동사,규,,B
들려주다,,들려주,동사,규,,B
들르다,,들르,동사,르,,B
들리다,03,들리,동사,규,소리가 ~,B
들어가다,01,들어가,동사,규,,A
들어서다,,들어서,동사,규,,B
들어오다,,들어오,동사,규,,A
들어주다,,들어주,동사,규,,C
들여놓다,,들여놓,동사,규,,C
들여다보다,,들여다보,동사,규,,B
들이다,02,들이,동사,규,'들다'의 사동사,C
들이마시다,02,들이마시,동사,규,숨을 ~,C
들이켜다,01,들이켜,동사,규,,C
등록하다,01,등록하,동사,여,登錄-,C
등장하다,01,등장하,동사,여,登場-,C
따다,01,따,동사,규,떼다,B
따뜻하다,,따뜻하,형용사,여,,A
따라가다,,따라가,동사,규,,B
따라다니다,,따라다니,동사,규,,C
따라오다,,따라오,동사,규,,B
따르다,01,따르,동사,규,뒤를 ~,B
따르다,02,따르,동사,규,물을 ~,B
따스하다,,따스하,형용사,여,,C
딱딱하다,01,딱딱하,형용사,여,굳다,C
때리다,01,때리,동사,규,,C
떠나가다,,떠나가,동사,규,,C
떠나다,,떠나,동사,규,,A
떠나오다,,떠나오,동사,규,,C
떠들다,01,떠들,동사,ㄹ,말하다,B
떠들썩하다,02,떠들썩하,형용사,여,떠들다,C
떠오르다,,떠오르,동사,르,,B
떠올리다,,떠올리,동사,규,,B
떨다,01,떨,동사,ㄹ,,B
떨리다,01,떨리,동사,규,흔들리다,B
떨어뜨리다,,떨어뜨리,동사,규,,B
떨어지다,,떨어지,동사,규,,B
떼다,01,떼,동사,규,,B
똑같다,,똑같,형용사,규,,A
똑똑하다,,똑똑하,형용사,여,,B
뚫다,,뚫,동사,규,,C
뚱뚱하다,,뚱뚱하,형용사,여,,B
뛰놀다,,뛰놀,동사,ㄹ,,C
뛰다,01,뛰,동사,규,심장이 ~,A
뛰다,02,뛰,동사,규,빨리 나아가다,A
뛰어가다,,뛰어가,동사,규,,C
뛰어나가다,,뛰어나가,동사,규,,B
뛰어나다,,뛰어나,형용사,규,,C
뛰어나오다,,뛰어나오,동사,규,,C
뛰어내리다,,뛰어내리,동사,규,,C
뛰어넘다,,뛰어넘,동사,규,,C
뛰어놀다,,뛰어놀,동사,ㄹ,,C
뛰어다니다,,뛰어다니,동사,규,,B
뛰어들다,,뛰어들,동사,ㄹ,,B
뛰어오다,,뛰어오,동사,규,,B
뛰어오르다,,뛰어오르,동사,르,,C
뜨겁다,,뜨겁,형용사,ㅂ,,A
뜨다,01,뜨,동사,으,솟아오르다,B
뜨다,03,뜨,동사,으,떠나다,C
뜨다,05,뜨,동사,으,눈을 ~,B
뜯다,,뜯,동사,규,,C
뜻하다,,뜻하,동사,여,,C
띄다,01,띄,동사,규,눈에 ~,C
띄우다,02,띄우,동사,규,배를 ~,C
마땅하다,,마땅하,형용사,여,,C
마련되다,,마련되,동사,규,,B
마련하다,,마련하,동사,여,,B
마르다,01,마르,동사,르,,B
마시다,,마시,동사,규,,A
마음먹다,,마음먹,동사,규,,C
마주치다,,마주치,동사,규,,C
마치다,02,마치,동사,규,,B
막다,01,막,동사,규,,B
막히다,,막히,동사,규,,B
만나다,,만나,동사,규,,A
만들다,,만들,동사,ㄹ,,A
만들어지다,,만들어지,동사,규,,B
만만하다,01,만만하,형용사,여,대적할 만함,C
만족스럽다,,만족스럽,형용사,ㅂ,滿足-,C
만족하다,,만족하,동사,여,滿足-,B
만족하다,,만족하,형용사,여,滿足-,B
만지다,,만지,동사,규,,B
많다,,많,형용사,규,,A
많아지다,,많아지,동사,규,,B
말다,01,말,동사,ㄹ,감다,C
말다,03,말,동사,ㄹ,그만두다,A
말리다,02,말리,동사,규,싸움을 ~,C
말리다,03,말리,동사,규,빨래를 ~,C
말씀드리다,,말씀드리,동사,규,,B
말씀하다,,말씀하,동사,여,,A
말하다,,말하,동사,여,,A
맑다,01,맑,형용사,규,,A
맛보다,01,맛보,동사,규,,C
맛없다,,맛없,형용사,규,,A
맛있다,,맛있,형용사,규,,A
